screen_name	date	fav	retweet	text
NardaLepes	Sun Jul 22 20:56:36 +0000 2018	4498	400	60) zanahoria rallada. El que la ralla gruesa no entiende nada. Se ralla del lado finito. Gruesa sin sabor, seca y… https://t.co/bRggMbAuOD
NardaLepes	Sun Jul 22 20:41:48 +0000 2018	1505	152	59) tres reglas para pedir pizza x tel. Acompañarla siempre con una ensalada, siempre. Esperarla con el horno prend… https://t.co/P6xTlCiJUX
NardaLepes	Sun Jul 22 20:40:20 +0000 2018	625	38	58) el marlo de los choclos son un gran agregado para sopas y pucheros. Endulzan un poco y dan cuerpo.
NardaLepes	Sun Jul 22 20:39:14 +0000 2018	737	56	57) mientras cocinamos tener un bol o tachito para ir tirando lo que descartamos. Si de ahi nada sirve para una sopa, al tacho.
NardaLepes	Sun Jul 22 15:47:39 +0000 2018	1043	78	56) entrena tu paladar probando variedades del mismo producto... compra un durazno de cada tipo, uvas, tomates, un… https://t.co/xbizjgVANX
NardaLepes	Sun Jul 22 15:13:27 +0000 2018	2459	243	55) sal:  marina, en escamas, kosher, parrillera.  La comun solo cuando no queda otra. Si si, así de extremo. ( no… https://t.co/Sp62f3jcWQ
NardaLepes	Sun Jul 22 15:09:53 +0000 2018	3758	343	54) nunca nunca se condimenta el huevo revuelto en la sarten u olla. Siempre al servir. Recuerdalo padawan.
NardaLepes	Sun Jul 22 15:08:23 +0000 2018	494	39	53) nivel 2,  pincel. Aplica sabor de manera pareja, para grillados, parrilla, horno, tortas...
NardaLepes	Sun Jul 22 15:06:12 +0000 2018	1049	55	52) si al cocinar un guiso, estofado o salsa ves un espumita poco atractiva arriba. Se saca con una cuchara. Pasas… https://t.co/x6PPtGMS9G
NardaLepes	Sun Jul 22 15:03:56 +0000 2018	2302	253	51) comprobado por la ciencia, muchos platos son mas ricos al otro dia, recalentados. Los sabores se asientan. El p… https://t.co/jnYNLxuDgJ
NardaLepes	Sun Jul 22 15:02:01 +0000 2018	899	75	50) tenes que aprender a brasear. Un antes y un despues de dominar el braseado (cocinar en liquido sabroso) infinit… https://t.co/b04UfY62c6
NardaLepes	Sun Jul 22 14:59:02 +0000 2018	967	65	49) bowl, algunos de metal o vidrio (para baño maria) algunos de ceramica o loza . Plástico? Nah
NardaLepes	Sun Jul 22 14:57:10 +0000 2018	1703	173	48) hornito eléctrico. Hornito eléctrico. Sirve para todo.
NardaLepes	Sun Jul 22 14:54:30 +0000 2018	4019	365	47) la calabaza hervida es un embole.  Cocinala en sarten con agua o caldo y manteca, (ajito, hierbas, amor) hasta… https://t.co/ZYg2J2LFyp
NardaLepes	Sun Jul 22 14:52:02 +0000 2018	797	50	46) polemicos morrones, muchos los evitan. Dos caminos, o muy muy cocidos o crudos con vinagre o limon (criollita)… https://t.co/XMbEpBXHz8
NardaLepes	Sun Jul 22 14:49:43 +0000 2018	572	43	45) al cocinar remolachas deja la piel un poco de cabitos. Hervidas o al horno. Hasta que esten tiernas. Despues se pelan solas casi.
NardaLepes	Sun Jul 22 14:47:31 +0000 2018	980	76	44) hacete un favor , mejora tu vida , aprende a hacer buenos porotos. Fuego bajo siempre, nunca borbotones,  tiemp… https://t.co/a8h7dfbRE6
NardaLepes	Sun Jul 22 14:45:00 +0000 2018	2648	410	43) las bananas no van en la heladera.
NardaLepes	Sun Jul 22 14:44:14 +0000 2018	1497	152	42) antes de usar un aceto berreta, elegí siempre un vinagre humilde pero digno.
NardaLepes	Sun Jul 22 14:42:46 +0000 2018	1330	138	41) solo si un jedi del horneado usas el piso del horno. Sino, estante superior gratina, dora mas x arriba, estante… https://t.co/ORSbPjGcM2
NardaLepes	Sun Jul 22 14:36:35 +0000 2018	749	67	40) al hornear si la bandeja es demasiado grande o demasiado chica afecta el resultado. Se seca antes de tiempo o no dora nunca.
NardaLepes	Sun Jul 22 14:31:26 +0000 2018	692	58	39) no subestimes nunca el poder de una anchoa. En salsa, salteados, mayonesas, guisos, dips.
NardaLepes	Sun Jul 22 14:22:25 +0000 2018	910	65	38) antes de incorporar fruta seca (nueces etc) probalas. Aveces tienen gusto a mueble húmedo. Por se pasaron.
NardaLepes	Sun Jul 22 14:20:54 +0000 2018	542	30	37) cuando decimos hervir unos minutos  y poner en “agua con hielo” para cortar cocción, no es al p#@&amp;! Probalo.  D… https://t.co/Hs1QUFq8CY
NardaLepes	Sun Jul 22 14:03:45 +0000 2018	1319	96	36) la plancha de hierro se calienta mucho rato a fuego bajo-medio. Al poner la carne, subimos un poco. Si arrancam… https://t.co/GnHM9aGGhB
NardaLepes	Sun Jul 22 00:33:16 +0000 2018	720	58	35) usa el fuego residual de la parrilla para cocinar algo para después. Pimientos, cebolla entera, berenjenas... a… https://t.co/Jx8LpSCv1L
NardaLepes	Sun Jul 22 00:30:22 +0000 2018	1134	92	34) edita tu cocina. Vacia cajones y estantes de cosas rotas o repetidas. Deja solo lo que usas. Vas a cocinar mas.
NardaLepes	Sat Jul 21 15:11:20 +0000 2018	2090	206	33) es imposible comer bien arrancando de cero cada vez. Ralla zanahoria, blanquea brocolis, zapallo asado,milas en… https://t.co/wnxXkxFFoJ
NardaLepes	Sat Jul 21 15:08:34 +0000 2018	1535	195	32) casi cualquier cosa con un huevo arriba es una buena comida. (A la plancha, frito, pocheadp, duro, 5 min)
NardaLepes	Sat Jul 21 15:07:41 +0000 2018	2831	378	31) las sobras no existen. Es comida, no sobras. Ideales para comer un poco de cada cosa, ayuda a variar. 2 croquet… https://t.co/i38lm2LICX
NardaLepes	Sat Jul 21 15:05:12 +0000 2018	1761	290	30) no hagas las compras con hambre. (Compras de más) cocina con hambre, le pones mas onda.
NardaLepes	Sat Jul 21 00:18:26 +0000 2018	945	80	29) cortar y pelar zapallos da un poco de miedo de quedar sin dedos. Lavalo y entero al horno. Hasta que este bien… https://t.co/FsGUugNJGc
NardaLepes	Fri Jul 20 23:47:08 +0000 2018	731	78	28) si no te gusta como quedó, mejoralo. Aprende a corregir.  Todo se puede “emparchar”.
NardaLepes	Fri Jul 20 23:45:21 +0000 2018	1159	96	27) cuando hagas arroz, hace de mas. El arroz saltado se hace con arroz frio.
NardaLepes	Fri Jul 20 23:42:54 +0000 2018	1509	167	26) todo sirve, medio limon semi exprimido ( te levanta una mila fria) , el fondito del franco de mostaza (para vin… https://t.co/PMCCEEzjAx
NardaLepes	Fri Jul 20 21:51:19 +0000 2018	1107	132	25) se paciente, deja que las cosas doren.
NardaLepes	Fri Jul 20 21:08:01 +0000 2018	1012	78	24) no le temas a la manteca. Simplemente combinala con vegetales o pescado. Reforza el sabor de lo q te cuesta mas comer.
NardaLepes	Fri Jul 20 21:02:52 +0000 2018	1266	122	23) un poquito de un buen queso garpa mucho mas que mucha cantidad de un mal queso.
NardaLepes	Fri Jul 20 19:32:54 +0000 2018	1328	136	22) sale del horno, reposa. Siempre. Carne, papas, pollo, lo que sea. Al menos 5 min.
NardaLepes	Fri Jul 20 19:31:25 +0000 2018	1769	220	21) cualquier carne, pollo etc. NUNCA directo de la heladera al fuego. Al menos 10 min a tem ambiente.
NardaLepes	Fri Jul 20 15:06:45 +0000 2018	1205	113	20) una olla o sarten de hierro. Cambia todo. TODO.
NardaLepes	Fri Jul 20 15:06:08 +0000 2018	766	79	19) pensa tu plato desde la guarnicion. Asi vas a comer mas variado.
NardaLepes	Fri Jul 20 15:05:17 +0000 2018	616	60	18) para entrar en nivel 2, usa la olla a presion. Ahorra tiempo, gas, energia.
NardaLepes	Fri Jul 20 15:04:36 +0000 2018	676	66	17) lo acido y lo dulce se equilibran entre si. En una salsa, en un postre , en una ensalada...
NardaLepes	Thu Jul 19 20:59:26 +0000 2018	1221	128	16) si la coccion es larga, poca sal de entrada. Por que reduce y se concentra.
NardaLepes	Thu Jul 19 20:32:41 +0000 2018	799	85	15) lavate las manos antes y después de cocinar.
NardaLepes	Thu Jul 19 14:50:24 +0000 2018	1442	186	14) los cuchillos afilados no ae guardan en el cajon. Se desafilan
NardaLepes	Thu Jul 19 13:28:28 +0000 2018	856	121	13) lee las etiquetas de lo que comas todos los dias.
NardaLepes	Thu Jul 19 00:56:42 +0000 2018	1210	138	12) en casa, seguir recetas es para momentos especiales. En el dia a dia hay que improvisar.
NardaLepes	Thu Jul 19 00:50:59 +0000 2018	959	109	Me olvide uno fundamental! <br>11) hay mucha comida rica que no es linda y viceversa.
NardaLepes	Wed Jul 18 22:21:38 +0000 2018	1143	151	10) el horno no es un deposito, usalo.
NardaLepes	Wed Jul 18 22:20:26 +0000 2018	1264	153	9) hace las compras en la verduleria. Arranca x ahi. Pensa tu plato desde la guarnicion. El resto sale solo.
NardaLepes	Wed Jul 18 22:18:38 +0000 2018	1363	148	8) usa pimentero, no pimienta molida
NardaLepes	Wed Jul 18 21:50:29 +0000 2018	1365	154	7) no peses ni midas tanto. Aprende a usar el ojo. (Salvo en pasteleria!) desperta la intuitivo.
NardaLepes	Wed Jul 18 21:49:27 +0000 2018	1231	130	6) se organizado, limpia mientras haces. Tene todo listo y a mano antes de arrancar a cocinar.
NardaLepes	Wed Jul 18 21:48:39 +0000 2018	825	89	5) termina mas simples los platos con  , hierbas frescas, quesos, crocantes. Suman textura y perfiles de sabor.
NardaLepes	Wed Jul 18 21:46:30 +0000 2018	1393	174	4) lee la receta antes y entende que vas a hacer y por que. Desobedece y cambia lo que quieras si la entendiste.
NardaLepes	Wed Jul 18 21:39:33 +0000 2018	1202	134	3) una buena alacena se hace de a poco. Compra conservas, especias, salsas. Poca cantidad , mucha variedad.
NardaLepes	Wed Jul 18 21:38:32 +0000 2018	905	103	2) usa vegetales, probalos en crudo. Aprende de la materia prima. Toca, ole y probalos.
NardaLepes	Wed Jul 18 21:37:03 +0000 2018	2761	312	10 tips para cocinar y comer mejor:<br>1) lo que crece junto queda bien , combina bien entre si. En estacion. Por ej,… https://t.co/rxV4S0vYef
